year,category,prize,motivation,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country
1990,Chemistry,The Nobel Prize in Chemistry 1990,"""for his development of the theory and methodology of organic synthesis""",Individual,Elias James Corey,1928-07-12,"Methuen, MA",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",Individual,Harry M. Markowitz,1927-08-24,"Chicago, IL",United States of America,United States of America,Male,City University of New York,"New York, NY",United States of America
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",Individual,Merton H. Miller,1923-05-16,"Boston, MA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",Individual,William F. Sharpe,1934-06-16,"Boston, MA",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America
1990,Literature,The Nobel Prize in Literature 1990,"""for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity""",Individual,Octavio Paz,1914-03-31,Mexico City,Mexico,Mexico,Male,,,
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",Individual,E. Donnall Thomas,1920-03-15,"Mart, TX",United States of America,United States of America,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",Individual,Joseph E. Murray,1919-04-01,"Milford, MA",United States of America,United States of America,Male,Brigham and Women's Hospital,"Boston, MA",United States of America
1990,Peace,The Nobel Peace Prize 1990,"""for his leading role in the peace process which today characterizes important parts of the international community""",Individual,Mikhail Sergeyevich Gorbachev,1931-03-02,Privolnoye,Union of Soviet Socialist Republics (Russia),Russia,Male,,,
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",Individual,Henry W. Kendall,1926-12-09,"Boston, MA",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",Individual,Jerome I. Friedman,1930-03-28,"Chicago, IL",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",Individual,Richard E. Taylor,1929-11-02,"Medicine Hat, Alberta",Canada,Canada,Male,Stanford University,"Stanford, CA",United States of America
1991,Chemistry,The Nobel Prize in Chemistry 1991,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",Individual,Richard R. Ernst,1933-08-14,Winterthur,Switzerland,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland
1991,Economics,The Sveriges Riksbank Prize in Economic Sciences 1991,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",Individual,Ronald H. Coase,1910-12-29,Willesden,United Kingdom,United Kingdom,Male,University of Chicago,"Chicago, IL",United States of America
1991,Literature,The Nobel Prize in Literature 1991,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",Individual,Nadine Gordimer,1923-11-20,Springs,South Africa,South Africa,Female,,,
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",Individual,Bert Sakmann,1942-06-12,Stuttgart,Germany,Germany,Male,Max-Planck-Institut,Heidelberg,Germany
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",Individual,Erwin Neher,1944-03-20,Landsberg,Germany,Germany,Male,Max-Planck-Institut,Göttingen,Germany
1991,Peace,The Nobel Peace Prize 1991,"""for her non-violent struggle for democracy and human rights""",Organization,Aung San Suu Kyi,1945-06-19,Rangoon (Yangon),Burma (Myanmar),Myanmar,Female,,,
1991,Physics,The Nobel Prize in Physics 1991,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers""",Individual,Pierre-Gilles de Gennes,1932-10-24,Paris,France,France,Male,Collège de France,Paris,France
1992,Chemistry,The Nobel Prize in Chemistry 1992,"""for his contributions to the theory of electron transfer reactions in chemical systems""",Individual,Rudolph A. Marcus,1923-07-21,Montreal,Canada,Canada,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America
1992,Economics,The Sveriges Riksbank Prize in Economic Sciences 1992,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour""",Individual,Gary S. Becker,1930-12-02,"Pottsville, PA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America
1992,Literature,The Nobel Prize in Literature 1992,"""for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment""",Individual,Derek Walcott,1930-01-23,Castries,Saint Lucia,Saint Lucia,Male,,,
1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",Individual,Edmond H. Fischer,1920-04-06,Shanghai,China,China,Male,University of Washington,"Seattle, WA",United States of America
1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",Individual,Edwin G. Krebs,1918-06-06,"Lansing, IA",United States of America,United States of America,Male,University of Washington,"Seattle, WA",United States of America
1992,Peace,The Nobel Peace Prize 1992,"""in recognition of her work for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",Individual,Rigoberta Menchú Tum,1959-01-09,Aldea Chimel,Guatemala,Guatemala,Female,,,
1992,Physics,The Nobel Prize in Physics 1992,"""for his invention and development of particle detectors, in particular the multiwire proportional chamber""",Individual,Georges Charpak,1924-08-01,Dabrovica,Poland,Poland,Male,École Supérieure de Physique et Chimie,Paris,France
1993,Chemistry,The Nobel Prize in Chemistry 1993,"""for contributions to the developments of methods within DNA-based chemistry; for his invention of the polymerase chain reaction (PCR) method""",Individual,Kary B. Mullis,1944-12-28,"Lenoir, NC",United States of America,United States of America,Male,,"La Jolla, CA",United States of America
1993,Chemistry,The Nobel Prize in Chemistry 1993,"""for contributions to the developments of methods within DNA-based chemistry; for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies""",Individual,Michael Smith,1932-04-26,Blackpool,United Kingdom,United Kingdom,Male,University of British Columbia,Vancouver,Canada
1993,Economics,The Sveriges Riksbank Prize in Economic Sciences 1993,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",Individual,Douglass C. North,1920-11-05,"Cambridge, MA",United States of America,United States of America,Male,Washington University,"St. Louis, MO",United States of America
1993,Economics,The Sveriges Riksbank Prize in Economic Sciences 1993,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",Individual,Robert W. Fogel,1927-07-01,"New York, NY",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America
1993,Literature,The Nobel Prize in Literature 1993,"""who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality""",Individual,Toni Morrison,1931-02-18,"Lorain, OH",United States of America,United States of America,Female,,,
1993,Medicine,The Nobel Prize in Physiology or Medicine 1993,"""for their discoveries of split genes""",Individual,Phillip A. Sharp,1944-06-06,"Falmouth, KY",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America
1993,Medicine,The Nobel Prize in Physiology or Medicine 1993,"""for their discoveries of split genes""",Individual,Richard J. Roberts,1943-09-06,Derby,United Kingdom,United Kingdom,Male,New England Biolabs,"Beverly, MA",United States of America
1993,Peace,The Nobel Peace Prize 1993,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",Individual,Frederik Willem de Klerk,1936-03-18,Johannesburg,South Africa,South Africa,Male,,,
1993,Peace,The Nobel Peace Prize 1993,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",Individual,Nelson Mandela,1918-07-18,Qunu,South Africa,South Africa,Male,,,
1993,Physics,The Nobel Prize in Physics 1993,"""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation""",Individual,Joseph H. Taylor Jr.,1941-03-29,"Philadelphia, PA",United States of America,United States of America,Male,Princeton University,"Princeton, NJ",United States of America
1993,Physics,The Nobel Prize in Physics 1993,"""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation""",Individual,Russell A. Hulse,1950-11-28,"New York, NY",United States of America,United States of America,Male,Princeton University,"Princeton, NJ",United States of America
